id,codigo,nome,descricao,categoria_id,marca_id,calibre_id,tipo_id,funcionamento_id,preco_fornecedor,desconto_fornecedor,frete,margem,ipi,ipi_tipo,difal,imposto_venda,custo_total,preco_a_vista,lucro_liquido_real,lucro_alvo,preco_final,criado_em,atualizado_em,foto_url,promo_ativada,promo_preco_fornecedor,promo_data_inicio,promo_data_fim,slug,visivel_loja,estoque_disponivel,destaque_home,meta_title,meta_description,tags_palavras_chave,descricao_longa,especificacoes_tecnicas,eh_lancamento,eh_outdoor,requer_documentacao,descricao_comercial,nome_comercial
115,TAU00030,REV TAURUS 692 357/9 076 INFO,,1,1,28,1,1,5966.00,1.99,0.00,0.00,0.00,%,26.00,9.00,7367.57,9303.92,1099.00,1099.00,0.00,2025-11-01 10:32:10.636339-03:00,2026-02-13 16:26:36.733126-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/115/877165b09e484461885d686db5499ccb.png,,,,,rev-taurus-692-3579-076-info,True,,,,,,,,,,,,
116,TAU00133,REV TAURUS RT 605 TORO 5T .357 MAG 3POL IN FOS,,1,1,12,1,1,4089.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5049.10,6756.15,1099.00,1099.00,0.00,2025-11-01 10:32:21.112094-03:00,2026-02-13 16:26:36.733129-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/116/0ff2333d8edc474c917eebb18815ca10.png,,,,,rev-taurus-rt-605-toro-5t-357-mag-3pol-in-fos,True,,,,,,,,,,,,
117,TAU00147,REV TAURUS RT 605 TORO .357 MAG 3POL OXI FOS,,1,1,12,1,1,4579.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5654.15,7421.04,1099.00,1099.00,0.00,2025-11-01 10:32:22.744118-03:00,2026-02-13 16:26:36.733132-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/117/7db1113adfe2497eabf1f8326f42ce68.png,,,,,rev-taurus-rt-605-toro-357-mag-3pol-oxi-fos,True,,,,,,,,,,,,
118,TAU00039,"REV TAURUS 605/5 .357 MAG 2"" CAFO",,1,1,12,1,1,3895.00,2.00,0.00,0.00,0.00,%,26.00,9.00,4809.55,6492.91,1099.00,1099.00,0.00,2025-11-01 10:32:21.927894-03:00,2026-02-13 16:26:36.733134-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/118/e289eaa5526840e091c33eb52e75f8f6.png,,,,,rev-taurus-6055-357-mag-2-cafo,True,,,,,,,,,,,,
119,TAU00045,REV TAURUS 605/5 .357 MAG 2POL INFO,,1,1,12,1,1,4083.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5041.69,6748.01,1099.00,1099.00,0.00,2025-11-01 10:32:17.104556-03:00,2026-02-13 16:26:36.733137-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/119/9158491190f44955abc7e08a9220d4f1.png,,,,,rev-taurus-6055-357-mag-2pol-info,True,,,,,,,,,,,,
123,TAU00083,REV TAURUS 410/5 36 3 POL INOX ALTO B,,1,1,17,1,1,5264.00,1.99,0.00,0.00,0.00,%,26.00,9.00,6500.65,8351.26,1099.00,1099.00,0.00,2025-11-01 10:32:11.452543-03:00,2026-02-13 16:26:36.733146-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/123/213b197f361f490798ead1a0f560ebef.png,,,,,rev-taurus-4105-36-3-pol-inox-alto-b,True,,,,,,,,,,,,
125,10017219,"CAR PUMA LEVER ACTION 38SPL 20"" IN (ROS00004)",,6,9,1,1,1,7229.96,2.00,0.00,20.00,0.00,%,26.00,9.00,8927.55,11159.44,1227.54,0.00,0.00,2025-11-01 10:32:31.607761-03:00,2026-02-13 16:26:36.733152-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/125/201d049670ba4172b4bec48f2421f9ad.png,False,0.00,,,car-puma-lever-action-38spl-20-in-ros00004,True,,,,,,,,,,,,
126,10017465,"CAR PUMA LEVER ACTION 38SPL 12T 24"" OCT OX (ROS00005)",,6,9,1,1,1,6885.67,2.00,0.00,0.00,0.00,%,29.00,9.00,8704.86,11069.84,1368.69,1099.00,11069.84,2025-11-01 10:32:34.827435-03:00,2026-02-13 16:26:36.733155-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/126/b3d8eb24ce394ec3a3de338c4fd06173.png,False,0.00,,,car-puma-lever-action-38spl-12t-24-oct-ox-ros00005,True,,,,,,,,,,,,
127,10017464,"CAR PUMA LEVER ACTION 38SPL 12T 24"" OCT IN (ROS00006)",,6,9,1,1,1,7247.85,2.00,0.00,20.00,0.00,%,26.00,9.00,8949.65,11187.06,1230.58,0.00,0.00,2025-11-01 10:32:48.540101-03:00,2026-02-13 16:26:36.733158-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/127/22ff892b6e6041d4b0f07252012162a2.png,True,0.00,,,car-puma-lever-action-38spl-12t-24-oct-in-ros00006,True,,,,,,,,,,,,
128,10022310,"CAR PUMA LEVER ACTION 38SPL JR 16"" OX FOS (CBC00346)",,6,9,1,1,1,5592.98,2.00,0.00,21.00,0.00,%,26.00,9.00,6906.21,8742.04,1049.04,0.00,0.00,2025-11-01 10:32:47.723846-03:00,2026-02-13 16:26:36.733161-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/128/60b2be99df6e40bea88aa7f21feefdf6.png,True,0.00,,,car-puma-lever-action-38spl-jr-16-ox-fos-cbc00346,True,,,,,,,,,,,,
131,ROS00015,REV RM64 .38SPL 6T 4POL POLIME GRAPH BLCK,,1,9,1,1,1,4920.00,2.00,0.00,0.00,0.00,%,26.00,9.00,6075.22,7883.75,1099.00,1099.00,0.00,2025-11-01 10:32:40.443444-03:00,2026-02-13 16:26:36.733164-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/131/c026b18af8524529986eef457f76ddc3.png,,,,,rev-rm64-38spl-6t-4pol-polime-graph-blck,True,,,,,,,,,,,,
132,ROS00017,REV RM64 .38SPL 6T 4POL POLIMERO TUNGSTENIO,,1,9,1,1,1,4920.00,2.00,0.00,0.00,0.00,%,26.00,9.00,6075.22,7883.75,1099.00,1099.00,0.00,2025-11-01 10:31:24.668380-03:00,2026-02-13 16:26:36.733167-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/132/152a2e5bb37a40dcadb4ad0284076cc5.png,,,,,rev-rm64-38spl-6t-4pol-polimero-tungstenio,True,,,,,,,,,,,,
133,ROS00007,REV ROSSI RM 66 .38 SPL/.357 MAG 6T 6POL INOX SEMI BRILHO,,1,9,26,1,1,5706.00,1.99,0.00,0.00,0.00,%,26.00,9.00,7046.49,8951.09,1099.00,1099.00,0.00,2025-11-01 10:33:05.080055-03:00,2026-02-13 16:26:36.733169-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/133/88a59156f1cf4f4eb13b61a91cb5756b.png,,,,,rev-rossi-rm-66-38-spl357-mag-6t-6pol-inox-semi-brilho,True,,,,,,,,,,,,
134,ROS00023,REV ROSSI RM 66 .38 SPL 6T 6POL CABO PP GRAP BLK,,1,9,1,1,1,5706.00,2.00,0.00,0.00,0.00,%,26.00,9.00,7045.77,8950.30,1099.00,1099.00,0.00,2025-11-01 10:33:06.704090-03:00,2026-02-13 16:26:36.733172-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/134/d8964d9fb53a474794842071c6884112.png,,,,,rev-rossi-rm-66-38-spl-6t-6pol-cabo-pp-grap-blk,True,,,,,,,,,,,,
135,ROS00014,REV ROSSI RM 66 .38SPL 6T 6POL MADEIRA TUNG,,1,9,1,1,1,5877.00,2.00,0.00,0.00,0.00,%,26.00,9.00,7256.92,9182.33,1099.00,1099.00,0.00,2025-11-01 10:33:04.264102-03:00,2026-02-13 16:26:36.733175-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/135/59871cd6f8944e7bb4f19306c468b82b.png,,,,,rev-rossi-rm-66-38spl-6t-6pol-madeira-tung,True,,,,,,,,,,,,
136,ROS00016,REVOLVER ROSSI RP 63 .38SPL 6T 3POL MADEIRA TUNG,,1,9,1,1,1,4818.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5949.27,7745.35,1099.00,1099.00,0.00,2025-11-01 10:33:02.632247-03:00,2026-02-13 16:26:36.733178-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/136/20cd10be205343a785f84be297a743f0.png,True,0.00,,,revolver-rossi-rp-63-38spl-6t-3pol-madeira-tung,True,,,,,,,,,,,,
137,ROS00018,REVOLVER ROSSI RP 63 CAL .38 SPL 6T 3POL MADEIRA GRAP BLK,,1,9,1,1,1,4818.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5949.27,7745.35,1099.00,1099.00,0.00,2025-11-01 10:33:01.816765-03:00,2026-02-13 16:26:36.733181-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/137/59b8859f42a4433684cfb31614dcad46.png,,,,,revolver-rossi-rp-63-cal-38-spl-6t-3pol-madeira-grap-blk,True,,,,,,,,,,,,
138,ROS00020,REVOLVER ROSSI RP 63 .38 SPL 6T 3POL CABO PP TUNG,,1,9,1,1,1,4678.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5776.39,7555.38,1099.00,1099.00,0.00,2025-11-01 10:33:00.184392-03:00,2026-02-13 16:26:36.733184-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/138/e2fde20747684b4295964f19861216ef.png,,,,,revolver-rossi-rp-63-38-spl-6t-3pol-cabo-pp-tung,True,,,,,,,,,,,,
139,ROS00010,REV ROSSI RP 63 .38 SPL/.357MAG 6T 3POL INOX SEMI BRIL,,1,9,26,1,1,4678.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5776.39,7555.38,1099.00,1099.00,0.00,2025-11-01 10:33:03.447992-03:00,2026-02-13 16:26:36.733187-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/139/50b856a5796846fc9466018fb6127864.png,,,,,rev-rossi-rp-63-38-spl357mag-6t-3pol-inox-semi-bril,True,,,,,,,,,,,,
140,TAU00161,"REV TAURUS RT 832 .38SPL/380AUTO 6,5POL IFO",,1,1,29,1,1,5257.00,1.99,0.00,0.00,0.00,%,26.00,9.00,6492.01,8341.76,1099.00,1099.00,0.00,2025-11-01 10:32:51.244297-03:00,2026-02-13 16:26:36.733190-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/140/cef089608a1a4d4794dcc31680262630.png,,,,,rev-taurus-rt-832-38spl380auto-65pol-ifo,True,,,,,,,,,,,,
141,TAU00152,REV TAURUS RT 832 .38SPL/380AUTO 3POL INOX FO,,1,1,29,1,1,5139.00,2.00,0.00,0.00,0.00,%,26.00,9.00,6345.64,8180.92,1099.00,1099.00,0.00,2025-11-01 10:32:42.044114-03:00,2026-02-13 16:26:36.733193-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/141/d5affff8e15847faac826290fa31a3a1.png,,,,,rev-taurus-rt-832-38spl380auto-3pol-inox-fo,True,,,,,,,,,,,,
142,TAU00189,REV TAURUS RT838/8 38 SPL 6.5'' INOX ALT BRILHO,,1,1,1,1,1,5737.00,2.00,0.00,0.00,0.00,%_dentro,26.00,9.00,7084.05,8992.36,1099.00,1099.00,0.00,2025-11-01 10:32:42.847593-03:00,2026-02-13 16:26:36.733196-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/142/6bbf1f16322a4fe38ed6ab2e9059d5cc.png,True,0.00,,,rev-taurus-rt8388-38-spl-65-inox-alt-brilho,True,,,,,,,,,,,,
145,TAU00068,REV TAURUS RT 88 38SPL 6T 3POL ALTO BRILH,,1,1,1,1,1,5843.00,2.00,0.00,0.00,0.00,%,26.00,9.00,7214.94,9136.19,1099.00,1099.00,0.00,2025-11-01 10:32:45.288021-03:00,2026-02-13 16:26:36.733201-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/145/57c670e376b2414496cf377db4d6919a.png,,,,,rev-taurus-rt-88-38spl-6t-3pol-alto-brilh,True,,,,,,,,,,,,
146,TAU00090,"REV TAURUS 817/7 .38 SPL 2"" INOX ALTO B",,1,1,1,1,1,6123.00,2.00,0.00,21.00,0.00,%,26.00,9.00,7560.68,9570.48,1148.46,0.00,0.00,2025-11-01 10:32:58.572186-03:00,2026-02-13 16:26:36.733204-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/146/e3d56a8efb8b40a2b9fbe894de31d460.png,False,0.00,,,rev-taurus-8177-38-spl-2-inox-alto-b,True,,,,,,,,,,,,
147,TAU00004,"REV TAURUS 82/6 .38SPL 4"" OXID FOSCO",,1,1,1,1,1,4757.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5873.94,7662.58,1099.00,1099.00,0.00,2025-11-01 10:32:59.380234-03:00,2026-02-13 16:26:36.733207-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/147/0d74400697f44220bb517cf6ac2c5752.png,,,,,rev-taurus-826-38spl-4-oxid-fosco,True,,,,,,,,,,,,
148,75000326,REV TAURUS RT838/8 .38SPL 4POL INOX,,1,1,1,1,1,5215.70,2.00,0.00,0.00,0.00,,26.00,9.00,6440.35,8285.00,1099.00,1099.00,0.00,2025-11-01 10:32:39.651501-03:00,2026-02-13 16:26:36.733210-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/148/72ef3d18347343259c916319a5be08a3.png,,,,,rev-taurus-rt8388-38spl-4pol-inox,True,,,,,,,,,,,,
149,TAU00105,"REV TAURUS RT838/8 .38 SPL 6,5"" INOX FOS",,1,1,1,1,1,5216.00,2.00,0.00,0.00,0.00,%,26.00,9.00,6440.72,8285.40,1099.00,1099.00,0.00,2025-11-01 10:32:43.660812-03:00,2026-02-13 16:26:36.733213-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/149/455135dd85cc43e98df14cadf05be4e6.png,False,0.00,,,rev-taurus-rt8388-38-spl-65-inox-fos,True,,,,,,,,,,,,
150,TAU00018,"REV TAURUS 85/5 .38SPL 4"" FOSCO",,1,1,1,1,1,4333.00,2.00,0.00,0.00,0.00,%,26.00,9.00,5350.39,7087.24,1099.00,1099.00,0.00,2025-11-01 10:32:57.760600-03:00,2026-02-13 16:26:36.733216-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/150/9e6abed5fb514d4987ecaacd67ef7cd4.png,,,,,rev-taurus-855-38spl-4-fosco,True,,,,,,,,,,,,
154,TAU00082,"REV TAURUS 85S/5 .38SPL 2"" OX FOS C NV",,1,1,1,1,1,3674.00,2.00,0.00,25.63,0.00,%,26.00,9.00,4536.66,6100.11,1014.45,0.00,0.00,2025-11-01 10:32:55.319981-03:00,2026-02-13 16:26:36.733263-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/154/cc4ee49033fb4577b91f4159fa2f1038.png,False,0.00,,,rev-taurus-85s5-38spl-2-ox-fos-c-nv,True,,,,,,,,,,,,
155,TAU00103,"REV TAURUS 86/6 .38 SPL 6"" OXIDADO",,1,1,1,1,1,6245.00,2.00,0.00,0.00,0.00,%,26.00,9.00,7711.33,9681.68,1099.00,1099.00,0.00,2025-11-01 10:32:54.507970-03:00,2026-02-13 16:26:36.733298-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/155/c55f00598257456bac40ee3ef17f7d89.png,,,,,rev-taurus-866-38-spl-6-oxidado,True,,,,,,,,,,,,
158,TAU00191,REV TAURUS RT 889 38SPL 6T 4POL IN FOSC,,1,1,1,1,1,5120.00,2.00,0.00,0.00,0.00,%,26.00,9.00,6322.18,8155.14,1099.00,1099.00,0.00,2025-11-01 10:32:44.476145-03:00,2026-02-13 16:26:36.733317-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/158/e47ed43eae1f4e798ed85bd345d1d0b9.png,False,0.00,,,rev-taurus-rt-889-38spl-6t-4pol-in-fosc,True,,,,,,,,,,,,
159,TAU00190,"REV RT 38SA .38SPL 6T 5,47POL IMPERADOR CAB MAD",,1,1,1,1,1,6571.00,1.99,0.00,0.00,0.00,%,29.00,9.00,8307.91,10337.26,1099.00,1099.00,0.00,2025-11-01 10:32:52.875867-03:00,2026-02-13 16:26:36.733323-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/159/b06bf92b8a8048978735212d63685d63.png,,,,,rev-rt-38sa-38spl-6t-547pol-imperador-cab-mad,True,,,,,,,,,,,,
160,TAU00151,"REV RT 38SA .38SPL 6T 5,47POL IMPERADOR CAB POLIME",,1,1,1,1,1,6450.00,2.00,0.00,0.00,0.00,%,26.00,9.00,7964.46,9959.85,1099.00,1099.00,0.00,2025-11-01 10:32:52.060388-03:00,2026-02-13 16:26:36.733361-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/160/c2ed17400e1946e589e07da6e4d2618c.png,,,,,rev-rt-38sa-38spl-6t-547pol-imperador-cab-polime,True,,,,,,,,,,,,
162,TAU00107,REV TAURUS RT856 .38SPL 3POL EXEC GRAD INOX,,1,1,1,1,1,6035.00,1.99,0.00,0.00,0.00,%,26.00,9.00,7452.78,9397.56,1099.00,1099.00,0.00,2025-11-01 10:32:41.231911-03:00,2026-02-13 16:26:36.733378-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/162/3a6f3c46a9614668945475c342639aaa.png,,,,,rev-taurus-rt856-38spl-3pol-exec-grad-inox,True,,,,,,,,,,,,
166,TAU00239,PIST TAURUS G3 TORO 38TPC 1x15 1x17 4POL TUNGST,,2,1,2,1,2,4279.00,2.00,0.00,24.52,0.00,%_dentro,26.00,9.00,5283.71,7000.14,1086.42,0.00,0.00,2025-11-01 10:33:51.256618-03:00,2026-02-13 16:26:36.733382-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/166/aa4258c5f8a94c8f86734c426af9ba33.png,True,0.00,,,pist-taurus-g3-toro-38tpc-1x15-1x17-4pol-tungst,True,,,,,,,,,,,,
168,ROS00012,REV RM 64 .38SPL/357 MAG 4POL CAR SEM BRIL,,1,9,26,1,1,4920.00,2.00,0.00,0.00,0.00,%,26.00,9.00,6075.22,7883.75,1099.00,1099.00,0.00,2025-11-01 10:33:07.519872-03:00,2026-02-13 16:26:36.733395-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/168/d36ba35c4c4d4e899fae824f864ba6d9.png,,,,,rev-rm-64-38spl357-mag-4pol-car-sem-bril,True,,,,,,,,,,,,
30,SPGHEL380,PIST SPRINGFIELD HELLCAT OSP 380AUTO 11T 153MM MELONITE,,2,7,13,1,2,6300.00,0.00,250.00,26.53,0.00,%_dentro,29.00,9.00,8449.50,11500.61,2016.06,0.00,0.00,2025-11-03 17:08:31.280945-03:00,2026-02-13 16:26:36.732913-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/30/1ae5ec346fe54b3d964a5714b0bca348.png,,,,,pist-springfield-hellcat-osp-380auto-11t-153mm-melonite,True,,,,,,,,,,,,
301,10026428,MUN CBC 38 SPL EXPO 158GR BLST C,,33,3,1,3,,83.59,0.00,0.00,30.00,0.00,%,26.00,9.00,105.32,150.46,31.60,0.00,0.00,2025-11-07 11:00:41.450321-03:00,2026-02-20 18:18:36.699116-03:00,https://pub-1202e2896f1ad48f3caa5d520ab29ff0.r2.dev/produtos/fotos/301/198c1545be8d4b44b36520dd107717ff.png,False,0.00,,,municao-cbc-calibre-38-spl-158gr-expo-blister-10-unidades,True,,False,Munição CBC Calibre .38 SPL 158gr EXPO – Blister com 10 Unidades,Compre Munição CBC .38 SPL EXPO na M4 Tática em Teresina. Máximo poder de parada com projétil de ponta oca expansivo. Blister prático com 10 un. Confira agora!,,"<h1>Munição CBC .38 SPL 158gr EXPO - Máximo Poder de Parada</h1>

<p>A <strong>Munição CBC .38 Special 158gr EXPO</strong> foi projetada para oferecer a máxima eficiência terminal em situações de defesa. Disponível na M4 Tática, esta munição utiliza o projétil <strong>EXPO (Exposto Ponta Oca)</strong>, que combina o peso clássico de 158 grains com uma geometria pensada para expansão imediata ao atingir o alvo.</p>

<h2>Segurança e Expansão Controlada</h2>

<p>O grande diferencial da <strong>.38 SPL EXPO</strong> é sua capacidade de transferir energia de forma massiva. Ao encontrar resistência, a ponta oca se abre, aumentando o diâmetro do projétil e criando um choque hidrostático severo. Esse processo é fundamental para neutralizar uma ameaça de forma rápida e segura, minimizando o risco de o projétil atravessar obstáculos e atingir o que estiver atrás. A embalagem em <strong>Blister de 10 unidades</strong> é a solução ideal para quem deseja manter o tambor carregado com munição de alta performance sem a necessidade de adquirir caixas maiores.</p>

<h2>Principais Destaques da CBC .38 SPL EXPO</h2>

<ul>
	<li><strong>Alto Poder de Parada (Stopping Power):</strong> Projétil expansivo que garante entrega total de energia.</li>
	<li><strong>Segurança Residencial:</strong> Menor risco de sobrepenetração em comparação com projéteis ogivais.</li>
	<li><strong>Peso de 158gr:</strong> Massa elevada para garantir penetração profunda e eficaz.</li>
	<li><strong>Embalagem Prática:</strong> Blister com 10 unidades, facilitando o pronto emprego e a reserva técnica.</li>
	<li><strong>Qualidade Reconhecida:</strong> Fabricada sob os rigorosos padrões da CBC para garantir ignição absoluta sob estresse.</li>
</ul>

<h2>Especificações Técnicas</h2>

<table>
	<tbody>
		<tr>
			<td><strong>Marca</strong></td>
			<td>CBC (Companhia Brasileira de Cartuchos)</td>
		</tr>
		<tr>
			<td><strong>Calibre</strong></td>
			<td>.38 SPL (Special)</td>
		</tr>
		<tr>
			<td><strong>Peso do Projétil</strong></td>
			<td>158 Grains (10,24 gramas)</td>
		</tr>
		<tr>
			<td><strong>Tipo de Projétil</strong></td>
			<td>EXPO (Exposto Ponta Oca / Hollow Point)</td>
		</tr>
		<tr>
			<td><strong>Embalagem</strong></td>
			<td>Blister com 10 unidades</td>
		</tr>
		<tr>
			<td><strong>Velocidade de Saída</strong></td>
			<td>Aprox. 755 fps</td>
		</tr>
		<tr>
			<td><strong>Energia na Boca</strong></td>
			<td>Aprox. 200 ft-lbs</td>
		</tr>
	</tbody>
</table>

<h2>Confiança para sua Proteção na M4 Tática</h2>

<p>Na M4 Tática em Teresina-PI, sabemos que em defesa pessoal, a escolha da munição é decisiva. A .38 SPL EXPO oferece a tranquilidade que você e sua família merecem. Lembre-se: a venda de munição é controlada e exige a apresentação do CRAF da arma e documento de identificação válidos conforme a legislação vigente.</p>

<p>Deseja saber mais sobre a diferença entre munição ogival e ponta oca para defesa? Fale com nossa equipe técnica!</p>

<p><a href=""https://wa.me/558630255885?text=Oi%2C%20estou%20vindo%20do%20site%2C%20quero%20informa%C3%A7%C3%A3o%20sobre%20a%20Municao%2038%20SPL%20EXPO%20Blister"" rel=""noopener"" target=""_blank""><strong>✅ Clique aqui para falar conosco pelo WhatsApp!</strong></a></p>",{},False,False,True,Poder de parada e segurança: o projétil de ponta oca expansivo garante máxima transferência de energia para sua defesa em uma embalagem prática de 10 unidades.,Munição CBC Calibre .38 SPL 158gr EXPO – Blister com 10 Unidades
